ID_UC;Código UC;Informações Gerais;Nome da UC;Esfera Administrativa;Categoria de Manejo;Categoria IUCN;UF;Ano do ato legal mais recente;Ato Legal de Criação;Outros atos legais;Municípios Abrangidos;Plano de Manejo;Conselho Gestor;Órgão Gestor;Fonte da Área: (1 = SHP, 0 = Ato legal);Área soma biomas;Área soma Biomas Continental;Área Ato Legal de Criação;Bioma Área (ha);Amazônia;Caatinga;Cerrado;Mata Atlântica;Pampa;Pantanal;Área Marinha;Bioma declarado;% Além da linha de costa;Grupo;PI;US;Recortes (ha);Lei da Mata Atlântica;Mar Territorial;Município Costeiro;Município Costeiro + Área Marinha;Amazônia Legal;Programa/Projeto;Sítios do Patrimônio Mundial;Sítios Ramsar;Mosaico;Reserva da Biosfera;Sobreposição com TI ou TQ;Biomas Abrangidos;Região;Presente na versão anterior;Diferença Área;Razão Diferença Área;Qualidade dos dados georreferenciados;Data da última certificação dos dados pelo Órgão Gestor
1313;0000.00.1313;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO CERRO DAS ACÁCIAS;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;1999;Portaria 69/99-N de 13/09/1999;Sem informação.;SÃO JOÃO NEPOMUCENO (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;0,992871048;1;1;;0;0;0;1;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;0;0;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1314;0000.00.1314;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SANTO ANTONIO DO PINDARÉ,GLEBA BARRA DA JUREMA;Federal;Reserva Particular do Patrimônio Natural;Category IV;MA;1998;Portaria 60-N de 14/05/1998;Sem informação.;AÇAILÂNDIA (MA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;2152;2.152;2.152;;2152;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;;0;0;0;;;;;;;;;;1;0;;Polígono é uma representação esquemática da localização da UC;sexta-feira, 26 de agosto de 2011
1315;0000.00.1315;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SÃO JOSÉ, GLEBA ITINGA A - LOTE 390;Federal;Reserva Particular do Patrimônio Natural;Category IV;MA;1996;Portaria 75-N de 13/09/1996;Sem informação.;AÇAILÂNDIA (MA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;705;705;705;;705;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;;0;0;0;;;;;;;;;;1;0;;Polígono é uma representação esquemática da localização da UC;sexta-feira, 26 de agosto de 2011
1316;0000.00.1316;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL AMOREIRA;Federal;Reserva Particular do Patrimônio Natural;Category IV;MA;2001;Portaria 159 de 24/10/2001;Sem informação.;ROSÁRIO (MA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;346,7544296;347;349;;346,7544296;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;;0;1;1;;;;;;;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1317;0000.00.1317;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SÃO FRANCISCO;Federal;Reserva Particular do Patrimônio Natural;Category IV;MA;1997;Portaria 173-N de 29/12/1997;Sem informação.;BACABAL (MA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;150;150;150;;0;0;150;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;;0;0;0;;;;;;;;;;1;0;;Polígono é uma representação esquemática da localização da UC;sexta-feira, 26 de agosto de 2011
1318;0000.00.1318;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTIVA;Federal;Reserva Particular do Patrimônio Natural;Category IV;MA;1994;Portaria 53-N/1994  de 23/05/1994;Sem informação.;SÃO BENEDITO DO RIO PRETO (MA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;117;117;117;;0;0;117;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;;0;0;0;;;;;;;;;;1;0;;Polígono é uma representação esquemática da localização da UC;sexta-feira, 26 de agosto de 2011
1319;0000.00.1319;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ILHA DO CAJU;Federal;Reserva Particular do Patrimônio Natural;Category IV;MA;1999;Portaria 96-N de 08/11/1999;Sem informação.;ARAIOSES (MA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;101,1401078;101;102;;0;0;101;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;;0;1;1;;;;;;;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1320;0000.00.1320;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA BOA ESPERANÇA;Federal;Reserva Particular do Patrimônio Natural;Category IV;MA;1997;Portaria 120-N de 21/10/1997;Sem informação.;SÃO LUÍS (MA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;75;75;75;;75;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;;0;1;1;;;;;;;;;;1;0;;Polígono é uma representação esquemática da localização da UC;sexta-feira, 26 de agosto de 2011
1321;0000.00.1321;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA PANTANAL;Federal;Reserva Particular do Patrimônio Natural;Category IV;MA;1999;Portaria 21/99-N de 23/02/1999;Sem informação.;CODÓ (MA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;41;41;40,76;;0;0;41;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;;0;0;0;;;;;;;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1322;0000.00.1322;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA PEDREIRAS;Federal;Reserva Particular do Patrimônio Natural;Category IV;MA;2001;Portaria 56 de 23/04/2001;Sem informação.;SÃO LUÍS (MA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;37,76846684;38;38;;37,76846684;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;;0;1;1;;;;;;;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1323;0000.00.1323;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO JAQUAREMA;Federal;Reserva Particular do Patrimônio Natural;Category IV;MA;1990;Portaria 2.468/1990 de 26/12/1990;Sem informação.;SÃO JOSÉ DE RIBAMAR (MA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;8;8;8;;8;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;;0;1;1;;;;;;;;;;1;0;;Polígono é uma representação esquemática da localização da UC;sexta-feira, 26 de agosto de 2011
1324;0000.00.1324;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL JAGUAREMA;Federal;Reserva Particular do Patrimônio Natural;Category IV;MA;1998;Portaria 100-N de 13/07/1998;Sem informação.;SÃO LUÍS (MA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;3;3;2,63;;3;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;;0;1;1;;;;;;;;;;1;0;;Polígono é uma representação esquemática da localização da UC;sexta-feira, 26 de agosto de 2011
1325;0000.00.1325;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA CAMPO ALEGRE;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;1994;Portaria 31/94-N de 29/03/1994;Sem informação.: Sem informação.;ALTO PARAÍSO DE GOIÁS (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;7445,924652;7.446;7.501;;0;0;7.446;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;;0;0;0;;;;;;RB - Cerrado;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1326;0000.00.1326;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PONTAL DO JABURU;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2000;Portaria 38 de 26/06/2000;Sem informação.;NOVA CRIXÁS (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;2904;2.904;2.904;;0;0;2.904;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;;0;0;0;;;;;;;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1327;0000.00.1327;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA PALMEIRAS;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;1992;Portaria 067/92-N de 25/06/1992;Sem informação.;CAMPESTRE DE GOIÁS (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;1285,111999;1.285;2.178;;0;0;1.285;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;;0;0;0;;;;;;;;;;1;0;;Polígono corresponde ao memorial descritivo;sexta-feira, 26 de agosto de 2011
1328;0000.00.1328;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA ECOLÓGICA RIO VERMELHO;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2002;Portaria 110 de 08/08/2002;Sem informação.;BRITÂNIA (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;1582,407512;1.582;1.593;;0;0;1.582;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;;0;0;0;;;;;;;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1329;0000.00.1329;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA BOCA DA MATA;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;1998;Portaria 150/98-N de 05/11/1998;Sem informação.;ARUANÃ (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;962,0563893;962,0563893;1058,19;;0;0;962,0563893;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;;0;0;0;;;;;;;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1330;0000.00.1330;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CARA PRETA;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;1999;Portaria 10/99-N de 09/02/1999;Sem informação.: Sem informação. - Sem informação.: Sem informação.;ALTO PARAÍSO DE GOIÁS (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;970,9345489;971;975;;0;0;971;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;;0;0;0;;;;;;RB - Cerrado;;;;1;0;;Polígono corresponde ao memorial descritivo;quinta-feira, 6 de agosto de 2015
1331;0000.00.1331;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA ARRUDA;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;1995;Portaria 35/95-N de 02/06/1995;Sem informação.;PIRENÓPOLIS (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;800;800;800;;0;0;800;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;;0;0;0;;;;;;;;;;1;0;;Polígono é uma representação esquemática da localização da UC;sexta-feira, 26 de agosto de 2011
1332;0000.00.1332;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA PINDORAMA;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;1998;Portaria 59-N de 14/05/1998;Sem informação.;ITABELA (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;636;636;47;;0;0;636;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;;0;0;0;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma representação esquemática da localização da UC;sexta-feira, 26 de agosto de 2011
1333;0000.00.1333;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA BRANCA TERRA DOS ANÕES;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;1996;Portaria 108-N de 29/11/1996;Sem informação.;ALTO PARAÍSO DE GOIÁS (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;595,6383854;596;612;;0;0;596;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;;0;0;0;;;;;;RB - Cerrado;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1335;0000.00.1335;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL LINDA SERRA DOS TOPÁZIOS;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;1994;Portaria 114-N de 25/10/1994;Sem informação.;CRISTALINA (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;469;469;469;;0;0;469;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;;0;0;0;;;;;;;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1336;0000.00.1336;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA GLEBA VAGEM GRANDE I;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;1996;Portaria 93/96-N de 25/10/1996;Sem informação.;PIRENÓPOLIS (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;386,6572359;387;390;;0;0;387;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;;0;0;0;;;;;;;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1337;0000.00.1337;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA JAQUANÊZ;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;1997;Portaria 73- N de 04/07/1997;Sem informação.;PARAÚNA (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;269;269;269;;0;0;269;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;;0;0;0;;;;;;;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1338;0000.00.1338;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA SANTA MÔNICA;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2001;Portaria 114 de 03/09/2001;Sem informação.;CORUMBÁ DE GOIÁS (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;215;215;215;;0;0;215;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;;0;0;0;;;;;;;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1339;0000.00.1339;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA SANTUÁRIO DE VIDA SILVESTRE POUSADA DAS ARARAS;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;1998;Portaria 173-N de 24/12/1998;Sem informação.;SERRANÓPOLIS (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;172,7046788;173;175;;0;0;173;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;;0;0;0;;;;;;;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1340;0000.00.1340;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA VEREDA DO GATO;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;1997;Portaria 136-N de 11/11/1997;Sem informação.;CRISTALINA (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;141,961934;142;143;;0;0;142;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;;0;0;0;;;;;;;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1341;0000.00.1341;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA ECOLÓGICA SERRA DOURADA;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2001;Portaria 25 de 01/03/2001;Sem informação.;TROMBAS (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;137;137;137;;0;0;137;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;;0;0;0;;;;;;;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1342;0000.00.1342;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL APA DA LAGOA;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2001;Portaria 54 de 23/04/2001;Sem informação.;PLANALTINA (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;125;125;125;;0;0;125;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;;0;0;0;;;;;;RB - Cerrado;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1343;0000.00.1343;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA MATA FUNDA;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;1997;Portaria 27/N de 11/04/1997;Sem informação.;ALTO PARAÍSO DE GOIÁS (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;110;110;110;;0;0;110;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;;0;0;0;;;;;;RB - Cerrado;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1344;0000.00.1344;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CACHOEIRA BOA VISTA;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;1998;Portaria 23/98-N de 19/02/1998;Sem informação.;COCALZINHO DE GOIÁS (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;108;108;108,25;;0;0;108;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;;0;0;0;;;;;;;;;;1;0;;Polígono é uma representação esquemática da localização da UC;sexta-feira, 26 de agosto de 2011
1345;0000.00.1345;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CACHOEIRA DO PROFETA;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2000;Portaria 64 de 17/10/2000;Sem informação.: Sem informação.;PLANALTINA (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;91,29372611;91;100;;0;0;91;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;;0;0;0;;;;;;RB - Cerrado;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1346;0000.00.1346;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL CACHOEIRA DAS PEDRAS BONITAS;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2005;Portaria 19/05-N de 11/04/2005;Sem informação.: Sem informação.;COLINAS DO SUL (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;92,98288607;93;92;;0;0;93;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;;0;0;0;;;;;;RB - Cerrado;;;;1;0;;Polígono corresponde ao memorial descritivo;sexta-feira, 26 de agosto de 2011
1347;0000.00.1347;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESCARPAS DO PARAÍSO;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2001;Portaria 46/2000 de 01/03/2001;Sem informação.: Sem informação.;ALTO PARAÍSO DE GOIÁS (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;82,08845435;82,08845435;82,71;;0;0;82,08845435;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;;0;0;0;;;;;;RB - Cerrado;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1348;0000.00.1348;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA CACHOEIRINHA;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;1998;Portaria 45-N de 15/04/1998;Sem informação.;PADRE BERNARDO (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;80,72431106;81;80;;0;0;81;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;;0;0;0;;;;;;RB - Cerrado;;;;1;0;;Polígono corresponde ao memorial descritivo;sexta-feira, 26 de agosto de 2011
1349;0000.00.1349;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA ITAPUÃ;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2000;Portaria 88 de 14/11/2000;Sem informação.: Sem informação.;CIDADE OCIDENTAL (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;78,22621893;78;75;;0;0;78;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;;0;0;0;;;;;;;;;;1;0;;Polígono corresponde ao memorial descritivo;sexta-feira, 26 de agosto de 2011
1350;0000.00.1350;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA SANTUÁRIO DE GABRIEL;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;1998;Portaria 168/98-N de 21/12/1998;Sem informação.;PIRENÓPOLIS (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;65;65;65;;0;0;65;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;;0;0;0;;;;;;;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1351;0000.00.1351;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VALE DOS SONHOS;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2001;Portaria 27/2001 de 01/03/2001;Sem informação.;ALTO PARAÍSO DE GOIÁS (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;59,7063799;60;60;;0;0;60;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;;0;0;0;;;;;;RB - Cerrado;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1352;0000.00.1352;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DA BACIA DO RIBEIRÃO COCAL;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2000;Portaria 50 de 31/08/2000;Sem informação.;PLANALTINA (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;49;49;49;;0;0;49;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;;0;0;0;;;;;;;;;;1;0;;Polígono é uma representação esquemática da localização da UC;sexta-feira, 26 de agosto de 2011
1353;0000.00.1353;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BIO SANTUÁRIO TRAJETO DO CERRADO;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2002;Portaria 55 de 18/04/2002;Sem informação.: Sem informação.;COCALZINHO DE GOIÁS (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;48,05457467;48;48;;0;0;48;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;;0;0;0;;;;;;;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1354;0000.00.1354;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SANTUÁRIO DE VIDA SILVESTRE FLOR DAS ÁGUAS;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;1998;Portaria 141/98-N de 02/10/1998;Sem informação.: Sem informação.;PIRENÓPOLIS (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;42,93717687;43;43;;0;0;43;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;;0;0;0;;;;;;;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1355;0000.00.1355;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SOLUAR;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2005;Portaria 17/2005 de 11/04/2005;Sem informação.;CAVALCANTE (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;43,95412125;44;42;;0;0;44;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;;0;0;0;;;;;;RB - Cerrado;;;;1;0;;Polígono corresponde ao memorial descritivo;sexta-feira, 26 de agosto de 2011
1357;0000.00.1357;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SANTA BRANCA;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2000;Portaria 17 de 17/03/2000;Sem informação.: Sem informação.;TEREZÓPOLIS DE GOIÁS (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;35,94314399;36;36;;0;0;36;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;;0;0;0;;;;;;;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1359;0000.00.1359;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA ECOLÓGICA CACHOEIRA DAS ANDORINHAS;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2001;Portaria 51/2001 de 23/04/2001;Sem informação.: Sem informação.;APORÉ (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;30,45215122;30;29;;0;0;30;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;;0;0;0;;;;;;;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1360;0000.00.1360;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VITA PARQUE;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;2001;Portaria 21 de 01/03/2001;Sem informação.;ALTO PARAÍSO DE GOIÁS (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;23;23;23;;0;0;23;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;;0;0;0;;;;;;RB - Cerrado;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
1361;0000.00.1361;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA VAGAFOGO BOA VISTA;Federal;Reserva Particular do Patrimônio Natural;Category IV;GO;1990;Portaria 824/1990 de 01/06/1990;Sem informação.;PIRENÓPOLIS (GO);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;17;17;17;;0;0;17;0;0;0;0;Cerrado;0;Uso Sustentável;0;1;;;0;0;0;;;;;;;;;;1;0;;Polígono é uma estimativa dos limites da UC;sexta-feira, 26 de agosto de 2011
